payment_id,order_id,total_price,payment_type
1048,1048,13.7,Debit
1049,1049,8.3,Cash
1050,1050,16.4,Meal Swipe
1051,1051,10.0,Meal Swipe
1052,1052,22.7,Meal Swipe
1053,1053,10.3,Gift Card
1054,1054,13.0,Cash
1055,1055,5.2,Debit
1056,1056,2.3,Meal Swipe
1057,1057,2.5,Debit
1058,1058,14.0,Meal Swipe
1059,1059,15.6,Credit
1060,1060,13.9,Debit
1061,1061,6.6,Debit
1062,1062,11.6,Debit
1063,1063,2.0,Cash
1064,1064,9.8,Meal Swipe
1065,1065,2.3,Meal Swipe
1066,1066,14.4,Credit
1067,1067,15.0,Gift Card
1068,1068,4.4,Meal Swipe
1069,1069,21.5,Gift Card
1070,1070,7.2,Gift Card
1071,1071,15.2,Cash
1072,1072,16.5,Gift Card
1073,1073,11.3,Debit
1074,1074,18.9,Credit
1075,1075,8.3,Gift Card
1076,1076,9.8,Gift Card
1077,1077,27.2,Meal Swipe
1078,1078,24.9,Credit
1079,1079,7.7,Debit
1080,1080,2.0,Meal Swipe
1081,1081,8.0,Cash
1082,1082,11.3,Meal Swipe
1083,1083,8.2,Meal Swipe
1084,1084,16.3,Credit
1085,1085,15.3,Gift Card
1086,1086,13.5,Cash
1087,1087,4.4,Debit
1088,1088,8.2,Debit
1089,1089,2.5,Meal Swipe
1090,1090,11.2,Gift Card
1091,1091,6.7,Meal Swipe
1092,1092,2.3,Meal Swipe
1093,1093,13.2,Cash
1094,1094,10.7,Credit
1095,1095,8.2,Credit
1096,1096,2.0,Credit
1097,1097,11.2,Cash
1098,1098,10.5,Credit
1099,1099,8.3,Debit
1100,1100,6.5,Gift Card
1101,1101,12.4,Meal Swipe
1102,1102,8.3,Debit
1103,1103,13.0,Debit
1104,1104,13.4,Cash
1105,1105,2.0,Meal Swipe
1106,1106,29.0,Cash
1107,1107,2.0,Debit
1108,1108,2.0,Cash
1109,1109,9.8,Meal Swipe
1110,1110,8.2,Debit
1111,1111,13.6,Debit
1112,1112,16.2,Gift Card
1113,1113,21.0,Credit
1114,1114,14.2,Cash
1115,1115,2.5,Gift Card
1116,1116,39.7,Cash
1117,1117,2.3,Meal Swipe
1118,1118,2.0,Credit
1119,1119,2.5,Gift Card
1120,1120,10.5,Cash
1121,1121,16.4,Cash
1122,1122,9.5,Cash
1123,1123,4.4,Cash
1124,1124,8.5,Gift Card
1125,1125,13.0,Cash
1126,1126,32.0,Debit
1127,1127,5.2,Credit
1128,1128,4.1,Gift Card
1129,1129,5.2,Credit
1130,1130,22.2,Debit
1131,1131,17.0,Cash
1132,1132,18.8,Credit
1133,1133,13.0,Debit
1134,1134,5.4,Cash
1135,1135,2.0,Meal Swipe
1136,1136,29.1,Credit
1137,1137,9.6,Gift Card
1138,1138,13.0,Debit
1139,1139,13.7,Credit
1140,1140,30.6,Gift Card
1141,1141,2.0,Meal Swipe
1142,1142,2.0,Meal Swipe
1143,1143,8.7,Cash
1144,1144,12.7,Debit
1145,1145,24.0,Cash
1146,1146,2.0,Gift Card
1147,1147,13.3,Debit
1148,1148,18.3,Gift Card
1149,1149,30.5,Cash
1150,1150,13.5,Debit
1151,1151,25.5,Debit
1152,1152,32.2,Credit
1153,1153,25.5,Meal Swipe
1154,1154,16.5,Gift Card
1155,1155,9.8,Cash
1156,1156,13.7,Gift Card
1157,1157,14.2,Gift Card
1158,1158,8.0,Gift Card
1159,1159,19.9,Meal Swipe
1160,1160,2.0,Credit
1161,1161,13.2,Cash
1162,1162,17.2,Credit
1163,1163,15.5,Debit
1164,1164,18.7,Cash
1165,1165,28.6,Gift Card
1166,1166,11.3,Meal Swipe
1167,1167,19.4,Credit
1168,1168,10.5,Cash
1169,1169,21.3,Debit
1170,1170,14.2,Meal Swipe
1171,1171,4.4,Meal Swipe
1172,1172,24.5,Meal Swipe
1173,1173,16.2,Meal Swipe
1174,1174,8.3,Credit
1175,1175,21.2,Meal Swipe
1176,1176,16.2,Gift Card
1177,1177,2.5,Debit
1178,1178,6.2,Cash
1179,1179,5.2,Meal Swipe
1180,1180,14.2,Cash
1181,1181,8.5,Meal Swipe
1182,1182,8.0,Credit
1183,1183,28.0,Cash
1184,1184,22.4,Meal Swipe
1185,1185,29.5,Cash
1186,1186,4.4,Meal Swipe
1187,1187,13.7,Debit
1188,1188,20.6,Credit
1189,1189,2.3,Debit
1190,1190,25.4,Gift Card
1191,1191,2.5,Meal Swipe
1192,1192,9.8,Debit
1193,1193,2.3,Cash
1194,1194,2.0,Credit
1195,1195,22.9,Cash
1196,1196,33.2,Cash
1197,1197,33.8,Credit
1198,1198,5.2,Meal Swipe
1199,1199,4.8,Meal Swipe
1200,1200,11.2,Debit
1201,1201,11.2,Cash
1202,1202,19.6,Debit
1203,1203,18.7,Gift Card
1204,1204,15.6,Gift Card
1205,1205,11.2,Meal Swipe
1206,1206,7.2,Credit
1207,1207,8.0,Debit
1208,1208,11.2,Meal Swipe
1209,1209,33.8,Credit
1210,1210,29.5,Debit
1211,1211,6.2,Gift Card
1212,1212,2.0,Credit
1213,1213,19.7,Cash
1214,1214,19.2,Debit
1215,1215,5.4,Cash
1216,1216,4.4,Cash
1217,1217,32.0,Debit
1218,1218,22.6,Cash
1219,1219,11.3,Credit
1220,1220,19.4,Meal Swipe
1221,1221,36.9,Credit
1222,1222,15.4,Debit
1223,1223,2.5,Debit
1224,1224,16.1,Gift Card
1225,1225,11.7,Gift Card
1226,1226,8.2,Credit
1227,1227,12.7,Debit
1228,1228,19.4,Debit
1229,1229,22.8,Meal Swipe
1230,1230,13.2,Cash
1231,1231,21.1,Gift Card
1232,1232,19.1,Meal Swipe
1233,1233,24.4,Meal Swipe
1234,1234,4.4,Cash
1235,1235,13.9,Meal Swipe
1236,1236,7.9,Credit
1237,1237,16.6,Meal Swipe
1238,1238,10.7,Cash
1239,1239,21.5,Credit
1240,1240,28.2,Gift Card
1241,1241,23.7,Gift Card
1242,1242,2.0,Credit
1243,1243,24.2,Meal Swipe
1244,1244,33.8,Meal Swipe
1245,1245,23.4,Gift Card
1246,1246,19.3,Debit
1247,1247,21.0,Credit
1248,1248,6.4,Credit
1249,1249,8.5,Debit
1250,1250,10.3,Gift Card
1251,1251,12.6,Meal Swipe
1252,1252,8.7,Meal Swipe
1253,1253,17.6,Debit
1254,1254,24.0,Meal Swipe
1255,1255,8.5,Cash
1256,1256,29.4,Gift Card
1257,1257,17.4,Debit
1258,1258,9.8,Cash
1259,1259,10.5,Gift Card
1260,1260,21.6,Credit
1261,1261,2.5,Cash
1262,1262,26.0,Credit
1263,1263,27.8,Gift Card
1264,1264,11.0,Gift Card
1265,1265,13.0,Cash
1266,1266,11.2,Debit
1267,1267,13.0,Debit
1268,1268,8.5,Credit
1269,1269,9.5,Gift Card
1270,1270,23.7,Gift Card
1271,1271,10.2,Gift Card
1272,1272,31.7,Meal Swipe
1273,1273,18.8,Gift Card
1274,1274,19.7,Cash
1275,1275,5.4,Meal Swipe
1276,1276,8.0,Gift Card
1277,1277,20.4,Credit
1278,1278,18.2,Gift Card
1279,1279,7.2,Gift Card
1280,1280,7.5,Debit
1281,1281,11.2,Cash
1282,1282,7.7,Meal Swipe
1283,1283,17.2,Meal Swipe
1284,1284,2.1,Gift Card
1285,1285,2.3,Cash
1286,1286,8.0,Debit
1287,1287,30.7,Debit
1288,1288,12.1,Credit
1289,1289,13.0,Meal Swipe
1290,1290,8.0,Cash
1291,1291,11.2,Gift Card
1292,1292,8.0,Gift Card
1293,1293,8.3,Credit
1294,1294,17.2,Cash
1295,1295,19.4,Debit
1296,1296,40.6,Debit
1297,1297,22.5,Meal Swipe
1298,1298,8.5,Credit
1299,1299,8.7,Meal Swipe
1300,1300,8.5,Gift Card
1301,1301,13.0,Gift Card
1302,1302,18.4,Debit
1303,1303,5.4,Debit
1304,1304,2.5,Debit
1305,1305,19.8,Meal Swipe
1306,1306,18.2,Cash
1307,1307,22.7,Meal Swipe
1308,1308,18.9,Debit
1309,1309,27.2,Debit
1310,1310,20.8,Debit
1311,1311,25.2,Credit
1312,1312,22.0,Meal Swipe
1313,1313,20.8,Cash
1314,1314,16.2,Credit
1315,1315,10.5,Meal Swipe
1316,1316,5.2,Cash
1317,1317,8.5,Meal Swipe
1318,1318,20.5,Debit
1319,1319,11.3,Cash
1320,1320,7.2,Debit
1321,1321,13.1,Gift Card
1322,1322,10.0,Gift Card
1323,1323,4.6,Credit
1324,1324,13.3,Gift Card
1325,1325,13.7,Gift Card
1326,1326,30.2,Gift Card
1327,1327,13.2,Cash
1328,1328,15.0,Cash
1329,1329,33.6,Gift Card
1330,1330,16.5,Credit
1331,1331,27.0,Cash
1332,1332,15.7,Meal Swipe
1333,1333,8.3,Cash
1334,1334,5.2,Cash
1335,1335,8.2,Meal Swipe
1336,1336,19.5,Credit
1337,1337,19.6,Gift Card
1338,1338,2.1,Gift Card
1339,1339,31.9,Cash
1340,1340,27.9,Gift Card
1341,1341,17.2,Gift Card
1342,1342,10.6,Credit
1343,1343,21.5,Cash
1344,1344,11.3,Credit
1345,1345,22.4,Credit
1346,1346,17.2,Gift Card
1347,1347,8.2,Gift Card
1348,1348,20.3,Cash
1349,1349,4.4,Credit
1350,1350,13.5,Gift Card
1351,1351,10.3,Cash
1352,1352,4.6,Meal Swipe
1353,1353,9.8,Meal Swipe
1354,1354,22.5,Gift Card
1355,1355,8.5,Cash
1356,1356,28.5,Gift Card
1357,1357,20.7,Gift Card
1358,1358,8.3,Meal Swipe
1359,1359,4.4,Meal Swipe
1360,1360,7.9,Credit
1361,1361,2.0,Meal Swipe
1362,1362,5.2,Debit
1363,1363,24.2,Meal Swipe
1364,1364,16.2,Gift Card
1365,1365,36.7,Credit
1366,1366,8.2,Gift Card
1367,1367,4.4,Meal Swipe
1368,1368,13.2,Cash
1369,1369,26.0,Credit
1370,1370,6.6,Credit
1371,1371,7.3,Credit
1372,1372,13.1,Gift Card
1373,1373,8.0,Cash
1374,1374,11.3,Debit
1375,1375,8.0,Cash
1376,1376,14.3,Gift Card
1377,1377,22.0,Meal Swipe
1378,1378,30.5,Debit
1379,1379,8.5,Meal Swipe
1380,1380,5.2,Meal Swipe
1381,1381,4.4,Cash
1382,1382,13.0,Credit
1383,1383,13.2,Debit
1384,1384,2.3,Meal Swipe
1385,1385,13.4,Credit
1386,1386,2.3,Cash
1387,1387,8.3,Debit
1388,1388,6.2,Credit
1389,1389,5.4,Debit
1390,1390,24.9,Gift Card
1391,1391,18.0,Debit
1392,1392,8.5,Cash
1393,1393,39.7,Credit
1394,1394,18.6,Debit
1395,1395,8.4,Debit
1396,1396,24.3,Cash
1397,1397,14.7,Cash
1398,1398,2.0,Gift Card
1399,1399,2.0,Cash
1400,1400,30.6,Credit
1401,1401,11.2,Credit
1402,1402,8.2,Gift Card
1403,1403,2.0,Gift Card
1404,1404,4.2,Gift Card
1405,1405,2.5,Debit
1406,1406,4.6,Debit
1407,1407,21.9,Cash
1408,1408,24.9,Meal Swipe
1409,1409,8.5,Gift Card
1410,1410,21.7,Meal Swipe
1411,1411,25.7,Cash
1412,1412,8.2,Meal Swipe
1413,1413,22.8,Credit
1414,1414,5.4,Credit
1415,1415,15.6,Meal Swipe
1416,1416,26.0,Credit
1417,1417,17.2,Credit
1418,1418,11.9,Cash
1419,1419,14.4,Gift Card
1420,1420,9.8,Cash
1421,1421,10.4,Gift Card
1422,1422,8.0,Debit
1423,1423,6.4,Gift Card
1424,1424,12.6,Debit
1425,1425,12.5,Gift Card
1426,1426,18.7,Cash
1427,1427,2.3,Cash
1428,1428,24.9,Cash
1429,1429,4.4,Debit
1430,1430,8.2,Meal Swipe
1431,1431,21.2,Credit
1432,1432,22.5,Cash
1433,1433,35.9,Debit
1434,1434,12.6,Cash
1435,1435,19.7,Gift Card
1436,1436,15.7,Credit
1437,1437,6.2,Gift Card
1438,1438,8.5,Cash
1439,1439,2.3,Credit
1440,1440,33.7,Cash
1441,1441,17.2,Cash
1442,1442,13.7,Debit
1443,1443,19.1,Gift Card
1444,1444,13.4,Meal Swipe
1445,1445,29.0,Credit
1446,1446,11.2,Credit
1447,1447,4.4,Meal Swipe
1448,1448,18.4,Gift Card
1449,1449,17.4,Credit
1450,1450,19.8,Debit
1451,1451,5.2,Cash
1452,1452,2.5,Cash
1453,1453,11.2,Debit
1454,1454,12.4,Gift Card
1455,1455,5.2,Debit
1456,1456,2.0,Cash
1457,1457,23.7,Meal Swipe
1458,1458,13.7,Gift Card
1459,1459,2.0,Cash
1460,1460,24.5,Credit
1461,1461,13.7,Gift Card
1462,1462,22.6,Meal Swipe
1463,1463,16.4,Debit
1464,1464,7.4,Cash
1465,1465,9.8,Credit
1466,1466,4.4,Meal Swipe
1467,1467,30.5,Meal Swipe
1468,1468,12.7,Cash
1469,1469,23.4,Meal Swipe
1470,1470,2.0,Gift Card
1471,1471,13.2,Meal Swipe
1472,1472,7.4,Credit
1473,1473,10.6,Credit
1474,1474,30.8,Cash
1475,1475,6.2,Debit
1476,1476,4.0,Debit
1477,1477,9.8,Meal Swipe
1478,1478,15.1,Cash
1479,1479,2.1,Debit
1480,1480,42.7,Credit
1481,1481,19.6,Cash
1482,1482,13.3,Credit
1483,1483,13.5,Meal Swipe
1484,1484,23.5,Gift Card
1485,1485,2.0,Cash
1486,1486,13.2,Debit
1487,1487,13.0,Debit
1488,1488,11.3,Debit
1489,1489,19.3,Meal Swipe
1490,1490,13.6,Debit
1491,1491,11.2,Meal Swipe
1492,1492,11.2,Debit
1493,1493,15.0,Cash
1494,1494,13.4,Credit
1495,1495,6.9,Cash
1496,1496,10.6,Cash
1497,1497,28.6,Meal Swipe
1498,1498,35.2,Debit
1499,1499,5.2,Meal Swipe
1500,1500,15.0,Cash
1501,1501,16.6,Gift Card
1502,1502,21.0,Gift Card
1503,1503,2.0,Credit
1504,1504,2.5,Debit
1505,1505,2.1,Cash
1506,1506,27.8,Gift Card
1507,1507,15.2,Cash
1508,1508,39.6,Cash
1509,1509,13.3,Gift Card
1510,1510,10.2,Gift Card
1511,1511,2.0,Cash
1512,1512,9.9,Meal Swipe
1513,1513,13.4,Meal Swipe
1514,1514,8.2,Meal Swipe
1515,1515,15.0,Debit
1516,1516,5.2,Debit
1517,1517,8.8,Cash
1518,1518,21.0,Cash
1519,1519,6.5,Meal Swipe
1520,1520,16.8,Gift Card
1521,1521,16.0,Credit
1522,1522,8.0,Credit
1523,1523,8.3,Debit
1524,1524,15.1,Cash
1525,1525,12.8,Cash
1526,1526,8.0,Gift Card
1527,1527,18.3,Debit
1528,1528,5.4,Credit
1529,1529,30.8,Meal Swipe
1530,1530,26.0,Credit
1531,1531,13.4,Debit
1532,1532,19.2,Debit
1533,1533,24.3,Cash
1534,1534,14.4,Debit
1535,1535,10.2,Credit
1536,1536,15.1,Debit
1537,1537,18.8,Gift Card
1538,1538,29.6,Credit
1539,1539,14.7,Gift Card
1540,1540,25.3,Credit
1541,1541,10.6,Debit
1542,1542,12.4,Gift Card
1543,1543,16.5,Gift Card
1544,1544,19.4,Debit
1545,1545,19.2,Gift Card
1546,1546,8.2,Debit
1547,1547,21.0,Cash
1548,1548,15.6,Credit
1549,1549,17.8,Meal Swipe
1550,1550,10.1,Debit
1551,1551,11.2,Cash
1552,1552,11.0,Meal Swipe
1553,1553,9.6,Cash
1554,1554,8.2,Cash
1555,1555,2.0,Credit
1556,1556,4.5,Debit
1557,1557,15.2,Cash
1558,1558,23.4,Credit
1559,1559,23.6,Meal Swipe
1560,1560,15.9,Credit
1561,1561,9.8,Credit
1562,1562,11.2,Gift Card
1563,1563,5.4,Cash
1564,1564,18.0,Gift Card
1565,1565,30.8,Debit
1566,1566,2.5,Cash
1567,1567,8.5,Cash
1568,1568,13.2,Debit
1569,1569,4.4,Cash
1570,1570,28.8,Credit
1571,1571,30.9,Debit
1572,1572,5.2,Cash
1573,1573,5.4,Cash
1574,1574,16.5,Cash
1575,1575,13.7,Gift Card
1576,1576,21.2,Cash
1577,1577,11.3,Meal Swipe
1578,1578,21.8,Debit
1579,1579,15.0,Gift Card
1580,1580,30.5,Meal Swipe
1581,1581,12.8,Cash
1582,1582,8.5,Credit
1583,1583,13.4,Meal Swipe
1584,1584,7.5,Cash
1585,1585,13.5,Debit
1586,1586,19.7,Meal Swipe
1587,1587,39.6,Debit
1588,1588,5.4,Gift Card
1589,1589,23.3,Gift Card
1590,1590,28.4,Credit
1591,1591,16.6,Credit
1592,1592,8.3,Gift Card
1593,1593,19.7,Gift Card
1594,1594,2.0,Cash
1595,1595,16.8,Debit
1596,1596,20.4,Cash
1597,1597,13.7,Debit
1598,1598,22.1,Cash
1599,1599,11.3,Debit
1600,1600,6.2,Meal Swipe
1601,1601,18.4,Credit
1602,1602,19.7,Meal Swipe
1603,1603,31.0,Credit
1604,1604,8.3,Credit
1605,1605,2.0,Debit
1606,1606,13.7,Meal Swipe
1607,1607,25.2,Debit
1608,1608,25.9,Credit
1609,1609,2.0,Meal Swipe
1610,1610,13.8,Debit
1611,1611,7.9,Credit
1612,1612,21.0,Debit
1613,1613,22.5,Gift Card
1614,1614,19.8,Credit
1615,1615,4.4,Debit
1616,1616,15.6,Meal Swipe
1617,1617,25.5,Meal Swipe
1618,1618,26.8,Gift Card
1619,1619,11.8,Meal Swipe
1620,1620,12.4,Debit
1621,1621,2.1,Credit
1622,1622,7.4,Cash
1623,1623,8.2,Credit
1624,1624,10.8,Credit
1625,1625,4.3,Credit
1626,1626,5.4,Credit
1627,1627,19.7,Cash
1628,1628,24.6,Credit
1629,1629,8.5,Meal Swipe
1630,1630,8.2,Cash
1631,1631,26.0,Cash
1632,1632,2.0,Credit
1633,1633,2.5,Gift Card
1634,1634,30.2,Meal Swipe
1635,1635,24.4,Credit
1636,1636,22.8,Debit
1637,1637,11.2,Cash
1638,1638,9.8,Cash
1639,1639,8.2,Gift Card
1640,1640,7.5,Debit
1641,1641,5.4,Gift Card
1642,1642,17.1,Gift Card
1643,1643,6.2,Gift Card
1644,1644,18.7,Cash
1645,1645,21.3,Cash
1646,1646,13.8,Cash
1647,1647,11.2,Meal Swipe
1648,1648,5.2,Cash
1649,1649,6.0,Meal Swipe
1650,1650,20.5,Cash
1651,1651,10.8,Gift Card
1652,1652,12.8,Credit
1653,1653,13.2,Gift Card
1654,1654,9.8,Meal Swipe
1655,1655,16.7,Debit
1656,1656,17.8,Gift Card
1657,1657,2.0,Debit
1658,1658,2.0,Meal Swipe
1659,1659,24.4,Gift Card
1660,1660,5.4,Cash
1661,1661,18.4,Meal Swipe
1662,1662,6.5,Meal Swipe
1663,1663,17.5,Debit
1664,1664,21.5,Meal Swipe
1665,1665,8.0,Meal Swipe
1666,1666,32.2,Debit
1667,1667,7.4,Gift Card
1668,1668,18.5,Credit
1669,1669,10.2,Cash
1670,1670,28.0,Gift Card
1671,1671,2.1,Credit
1672,1672,11.3,Credit
1673,1673,25.7,Debit
1674,1674,8.3,Debit
1675,1675,25.7,Cash
1676,1676,13.3,Gift Card
1677,1677,12.4,Debit
1678,1678,11.7,Credit
1679,1679,27.0,Credit
1680,1680,8.5,Debit
1681,1681,13.3,Meal Swipe
1682,1682,17.0,Credit
1683,1683,17.2,Gift Card
1684,1684,11.2,Cash
1685,1685,4.4,Debit
1686,1686,17.2,Cash
1687,1687,24.7,Cash
1688,1688,24.2,Cash
1689,1689,12.8,Cash
1690,1690,26.9,Cash
1691,1691,2.3,Meal Swipe
1692,1692,17.2,Credit
1693,1693,5.4,Gift Card
1694,1694,2.3,Cash
1695,1695,8.7,Cash
1696,1696,16.8,Debit
1697,1697,17.5,Gift Card
1698,1698,2.5,Cash
1699,1699,9.6,Debit
1700,1700,9.6,Cash
1701,1701,2.0,Cash
1702,1702,13.7,Gift Card
1703,1703,8.3,Gift Card
1704,1704,11.2,Gift Card
1705,1705,24.5,Debit
1706,1706,8.0,Credit
1707,1707,13.3,Meal Swipe
1708,1708,4.4,Debit
1709,1709,10.6,Debit
1710,1710,14.8,Meal Swipe
1711,1711,10.0,Debit
1712,1712,28.1,Gift Card
1713,1713,16.2,Credit
1714,1714,12.3,Credit
1715,1715,16.0,Gift Card
1716,1716,21.5,Debit
1717,1717,19.4,Credit
1718,1718,8.5,Gift Card
1719,1719,19.7,Credit
1720,1720,13.0,Meal Swipe
1721,1721,16.4,Credit
1722,1722,27.9,Cash
1723,1723,5.4,Meal Swipe
1724,1724,14.1,Gift Card
1725,1725,10.6,Meal Swipe
1726,1726,8.0,Debit
1727,1727,7.7,Credit
1728,1728,21.6,Meal Swipe
1729,1729,10.5,Credit
1730,1730,14.8,Cash
1731,1731,11.2,Credit
1732,1732,13.0,Cash
1733,1733,19.6,Debit
1734,1734,2.3,Debit
1735,1735,16.6,Credit
1736,1736,26.7,Cash
1737,1737,30.6,Credit
1738,1738,28.4,Meal Swipe
1739,1739,19.5,Meal Swipe
1740,1740,10.6,Gift Card
1741,1741,5.4,Cash
1742,1742,24.1,Credit
1743,1743,9.5,Debit
1744,1744,4.4,Credit
1745,1745,2.0,Credit
1746,1746,6.2,Cash
1747,1747,27.0,Gift Card
1748,1748,11.9,Credit
1749,1749,13.7,Meal Swipe
1750,1750,23.7,Credit
1751,1751,4.1,Debit
1752,1752,14.7,Meal Swipe
1753,1753,2.0,Meal Swipe
1754,1754,21.5,Cash
1755,1755,6.4,Cash
1756,1756,30.4,Meal Swipe
1757,1757,21.4,Gift Card
1758,1758,19.9,Gift Card
1759,1759,21.6,Debit
1760,1760,10.8,Meal Swipe
1761,1761,17.9,Meal Swipe
1762,1762,9.8,Meal Swipe
1763,1763,36.9,Meal Swipe
1764,1764,2.0,Gift Card
1765,1765,10.3,Meal Swipe
1766,1766,36.8,Cash
1767,1767,13.5,Cash
1768,1768,19.3,Debit
1769,1769,18.1,Gift Card
1770,1770,29.2,Cash
1771,1771,2.0,Cash
1772,1772,21.0,Debit
1773,1773,27.5,Meal Swipe
1774,1774,16.0,Debit
1775,1775,11.3,Meal Swipe
1776,1776,17.2,Meal Swipe
1777,1777,27.9,Meal Swipe
1778,1778,4.4,Credit
1779,1779,13.7,Gift Card
1780,1780,6.7,Cash
1781,1781,6.2,Meal Swipe
1782,1782,29.5,Cash
1783,1783,2.1,Gift Card
1784,1784,30.9,Gift Card
1785,1785,21.7,Debit
1786,1786,16.7,Cash
1787,1787,22.4,Credit
1788,1788,2.5,Credit
1789,1789,17.2,Credit
1790,1790,2.5,Meal Swipe
1791,1791,4.4,Credit
1792,1792,4.4,Cash
1793,1793,23.0,Gift Card
1794,1794,15.7,Gift Card
1795,1795,21.0,Gift Card
1796,1796,25.9,Credit
1797,1797,14.2,Cash
1798,1798,5.4,Debit
1799,1799,17.2,Meal Swipe
1800,1800,16.2,Cash
1801,1801,21.8,Meal Swipe
1802,1802,16.5,Cash
1803,1803,21.0,Gift Card
1804,1804,2.0,Meal Swipe
1805,1805,4.2,Meal Swipe
1806,1806,30.7,Meal Swipe
1807,1807,8.2,Cash
1808,1808,13.3,Gift Card
1809,1809,6.5,Gift Card
1810,1810,2.5,Cash
1811,1811,19.0,Credit
1812,1812,12.8,Meal Swipe
1813,1813,13.0,Gift Card
1814,1814,24.4,Cash
1815,1815,21.0,Cash
1816,1816,13.9,Meal Swipe
1817,1817,11.0,Debit
1818,1818,30.7,Cash
1819,1819,11.2,Credit
1820,1820,12.3,Cash
1821,1821,21.8,Debit
1822,1822,10.3,Debit
1823,1823,5.2,Credit
1824,1824,20.7,Cash
1825,1825,28.0,Gift Card
1826,1826,28.6,Credit
1827,1827,21.7,Meal Swipe
1828,1828,21.9,Cash
1829,1829,2.5,Cash
1830,1830,38.8,Cash
1831,1831,8.5,Credit
1832,1832,30.7,Gift Card
1833,1833,7.5,Cash
1834,1834,8.2,Meal Swipe
1835,1835,5.4,Debit
1836,1836,8.5,Debit
1837,1837,22.7,Credit
1838,1838,22.0,Credit
1839,1839,10.4,Gift Card
1840,1840,14.4,Debit
1841,1841,21.5,Debit
1842,1842,19.2,Meal Swipe
1843,1843,13.5,Debit
1844,1844,21.7,Debit
1845,1845,19.5,Gift Card
1846,1846,15.7,Meal Swipe
1847,1847,8.5,Cash
1848,1848,21.1,Gift Card
1849,1849,8.3,Meal Swipe
1850,1850,17.2,Cash
1851,1851,22.6,Meal Swipe
1852,1852,19.2,Gift Card
1853,1853,17.2,Credit
1854,1854,11.3,Cash
1855,1855,11.8,Credit
1856,1856,15.6,Debit
1857,1857,4.8,Credit
1858,1858,7.9,Cash
1859,1859,11.2,Meal Swipe
1860,1860,8.2,Cash
1861,1861,8.3,Debit
1862,1862,15.0,Meal Swipe
1863,1863,14.2,Cash
1864,1864,2.5,Meal Swipe
1865,1865,9.8,Gift Card
1866,1866,11.3,Debit
1867,1867,6.2,Credit
1868,1868,14.7,Cash
1869,1869,28.0,Debit
1870,1870,12.8,Gift Card
1871,1871,2.3,Debit
1872,1872,19.1,Debit
1873,1873,10.2,Gift Card
1874,1874,18.0,Gift Card
1875,1875,17.2,Credit
1876,1876,8.8,Credit
1877,1877,21.3,Meal Swipe
1878,1878,8.0,Meal Swipe
1879,1879,24.1,Cash
1880,1880,35.5,Credit
1881,1881,2.0,Meal Swipe
1882,1882,15.7,Debit
1883,1883,8.0,Meal Swipe
1884,1884,4.4,Credit
1885,1885,10.2,Meal Swipe
1886,1886,5.2,Meal Swipe
1887,1887,17.2,Credit
1888,1888,8.5,Gift Card
1889,1889,18.7,Gift Card
1890,1890,32.4,Gift Card
1891,1891,21.0,Meal Swipe
1892,1892,9.8,Gift Card
1893,1893,18.8,Cash
1894,1894,28.4,Meal Swipe
1895,1895,26.4,Gift Card
1896,1896,16.0,Debit
1897,1897,32.4,Cash
1898,1898,34.2,Credit
1899,1899,12.9,Credit
1900,1900,11.2,Meal Swipe
1901,1901,8.3,Credit
1902,1902,5.4,Gift Card
1903,1903,9.8,Credit
1904,1904,24.4,Credit
1905,1905,5.4,Debit
1906,1906,6.2,Cash
1907,1907,12.9,Gift Card
1908,1908,15.7,Gift Card
1909,1909,8.2,Gift Card
1910,1910,21.1,Credit
1911,1911,2.0,Gift Card
1912,1912,27.8,Credit
1913,1913,10.6,Meal Swipe
1914,1914,18.5,Credit
1915,1915,8.0,Credit
1916,1916,14.5,Credit
1917,1917,7.4,Gift Card
1918,1918,19.4,Debit
1919,1919,22.5,Cash
1920,1920,12.3,Credit
1921,1921,35.6,Gift Card
1922,1922,22.4,Debit
1923,1923,10.3,Meal Swipe
1924,1924,2.1,Gift Card
1925,1925,2.1,Credit
1926,1926,24.5,Credit
1927,1927,15.5,Cash
1928,1928,9.8,Cash
1929,1929,4.4,Credit
1930,1930,19.1,Gift Card
1931,1931,13.7,Meal Swipe
1932,1932,2.5,Debit
1933,1933,10.6,Meal Swipe
1934,1934,12.4,Credit
1935,1935,16.5,Credit
1936,1936,4.6,Gift Card
1937,1937,8.2,Meal Swipe
1938,1938,8.5,Meal Swipe
1939,1939,13.7,Credit
1940,1940,24.9,Cash
1941,1941,18.6,Credit
1942,1942,11.2,Debit
1943,1943,9.8,Gift Card
1944,1944,21.4,Meal Swipe
1945,1945,5.4,Debit
1946,1946,25.7,Credit
1947,1947,34.4,Gift Card
1948,1948,2.5,Cash
1949,1949,17.2,Meal Swipe
1950,1950,22.4,Gift Card
1951,1951,36.6,Debit
1952,1952,20.2,Gift Card
1953,1953,16.7,Cash
1954,1954,21.6,Cash
1955,1955,21.5,Debit
1956,1956,8.2,Credit
1957,1957,25.9,Debit
1958,1958,5.2,Debit
1959,1959,10.5,Meal Swipe
1960,1960,22.2,Cash
1961,1961,18.0,Meal Swipe
1962,1962,12.4,Gift Card
1963,1963,19.2,Credit
1964,1964,7.5,Debit
1965,1965,25.4,Meal Swipe
1966,1966,27.8,Meal Swipe
